Origin Document,Part In Document,File,Addendum,Part,Section,Section Title,Entity-Long,Entity,Programme,Programme Title,Subprogramme,Description,Link,Symbol,Full Document Symbol,Source
PPB 2027,Legislative mandates,A_81_6 (SECT. 11).json,,IV,11,United Nations system support for the African Union’s Agenda 2063: The Africa We Want,Office of the Special Adviser on Africa,OSAA,9.0,,,Strengthening of the United Nations: an agenda for further change,https://docs.un.org/en/A/RES/57/300,57/300,A/RES/57/300,General Assembly resolutions
PPB 2027,Legislative mandates,A_81_6 (SECT. 11).json,,IV,11,United Nations system support for the African Union’s Agenda 2063: The Africa We Want,Office of the Special Adviser on Africa,OSAA,9.0,,,Cooperation between the United Nations and the African Union,https://docs.un.org/en/A/RES/61/296,61/296,A/RES/61/296,General Assembly resolutions
PPB 2027,Legislative mandates,A_81_6 (SECT. 11).json,,IV,11,United Nations system support for the African Union’s Agenda 2063: The Africa We Want,Office of the Special Adviser on Africa,OSAA,9.0,,,Cooperation between the United Nations and the African Union,https://docs.un.org/en/A/RES/79/329,79/329,A/RES/79/329,General Assembly resolutions
PPB 2027,Legislative mandates,A_81_6 (SECT. 11).json,,IV,11,United Nations system support for the African Union’s Agenda 2063: The Africa We Want,Office of the Special Adviser on Africa,OSAA,9.0,,,Transforming our world: the 2030 Agenda for Sustainable Development,https://docs.un.org/en/A/RES/70/1,70/1,A/RES/70/1,General Assembly resolutions
PPB 2027,Legislative mandates,A_81_6 (SECT. 11).json,,IV,11,United Nations system support for the African Union’s Agenda 2063: The Africa We Want,Office of the Special Adviser on Africa,OSAA,9.0,,,Framework for a Renewed United Nations-African Union Partnership on Africa’s Integration and Development Agenda 2017–2027,https://docs.un.org/en/A/RES/71/254,71/254,A/RES/71/254,General Assembly resolutions
PPB 2027,Legislative mandates,A_81_6 (SECT. 11).json,,IV,11,United Nations system support for the African Union’s Agenda 2063: The Africa We Want,Office of the Special Adviser on Africa,OSAA,9.0,,,Programme planning,https://docs.un.org/en/A/RES/76/236,76/236,A/RES/76/236,General Assembly resolutions
PPB 2027,Legislative mandates,A_81_6 (SECT. 11).json,,IV,11,United Nations system support for the African Union’s Agenda 2063: The Africa We Want,Office of the Special Adviser on Africa,OSAA,9.0,,,Promotion of durable peace through sustainable development in Africa,https://docs.un.org/en/A/RES/78/263,78/263,A/RES/78/263,General Assembly resolutions
PPB 2027,Legislative mandates,A_81_6 (SECT. 11).json,,IV,11,United Nations system support for the African Union’s Agenda 2063: The Africa We Want,Office of the Special Adviser on Africa,OSAA,9.0,,,Promotion of durable peace through sustainable development in Africa,https://docs.un.org/en/A/RES/79/264,79/264,A/RES/79/264,General Assembly resolutions
PPB 2027,Legislative mandates,A_81_6 (SECT. 11).json,,IV,11,United Nations system support for the African Union’s Agenda 2063: The Africa We Want,Office of the Special Adviser on Africa,OSAA,9.0,,,Sevilla Commitment,https://docs.un.org/en/A/RES/79/323,79/323,A/RES/79/323,General Assembly resolutions
PPB 2027,Legislative mandates,A_81_6 (SECT. 11).json,,IV,11,United Nations system support for the African Union’s Agenda 2063: The Africa We Want,Office of the Special Adviser on Africa,OSAA,9.0,,,,https://docs.un.org/en/S/RES/1197(1998),1197 (1998),S/RES/1197(1998),Security Council resolutions
PPB 2027,Legislative mandates,A_81_6 (SECT. 11).json,,IV,11,United Nations system support for the African Union’s Agenda 2063: The Africa We Want,Office of the Special Adviser on Africa,OSAA,9.0,,,,https://docs.un.org/en/S/RES/2033(2012),2033 (2012),S/RES/2033(2012),Security Council resolutions
PPB 2027,Legislative mandates,A_81_6 (SECT. 11).json,,IV,11,United Nations system support for the African Union’s Agenda 2063: The Africa We Want,Office of the Special Adviser on Africa,OSAA,9.0,,,,https://docs.un.org/en/S/RES/2282(2016),2282 (2016),S/RES/2282(2016),Security Council resolutions
PPB 2027,Legislative mandates,A_81_6 (SECT. 11).json,,IV,11,United Nations system support for the African Union’s Agenda 2063: The Africa We Want,Office of the Special Adviser on Africa,OSAA,9.0,,,,https://docs.un.org/en/S/RES/2457(2019),2457 (2019),S/RES/2457(2019),Security Council resolutions
PPB 2027,Legislative mandates,A_81_6 (SECT. 11).json,,IV,11,United Nations system support for the African Union’s Agenda 2063: The Africa We Want,Office of the Special Adviser on Africa,OSAA,9.0,,,"Further measures for the restructuring and revitalization of the United Nations in the economic, social and related fields",,1998/46,,Economic and Social Council resolutions
PPB 2027,Legislative mandates,A_81_6 (SECT. 11).json,,IV,11,United Nations system support for the African Union’s Agenda 2063: The Africa We Want,Office of the Special Adviser on Africa,OSAA,9.0,,,Social dimensions of the New Partnership for Africa’s Development,https://docs.un.org/en/E/RES/2025/6,2025/6,E/RES/2025/6,Economic and Social Council resolutions
PPB 2027,Legislative mandates,A_81_6 (SECT. 11).json,,IV,11,United Nations system support for the African Union’s Agenda 2063: The Africa We Want,Office of the Special Adviser on Africa,OSAA,9.0,,Subprogramme 1 – Data and knowledge management for evidence-based policies and advocacy in support of Agenda 2063,The causes of conflict and the promotion of durable peace and sustainable development in Africa,https://docs.un.org/en/A/RES/53/92,53/92,A/RES/53/92,General Assembly resolutions
PPB 2027,Legislative mandates,A_81_6 (SECT. 11).json,,IV,11,United Nations system support for the African Union’s Agenda 2063: The Africa We Want,Office of the Special Adviser on Africa,OSAA,9.0,,Subprogramme 1 – Data and knowledge management for evidence-based policies and advocacy in support of Agenda 2063,A monitoring mechanism to review commitments made towards Africa’s development,https://docs.un.org/en/A/RES/66/293,66/293,A/RES/66/293,General Assembly resolutions
PPB 2027,Legislative mandates,A_81_6 (SECT. 11).json,,IV,11,United Nations system support for the African Union’s Agenda 2063: The Africa We Want,Office of the Special Adviser on Africa,OSAA,9.0,,Subprogramme 1 – Data and knowledge management for evidence-based policies and advocacy in support of Agenda 2063,New Partnership for Africa’s Development: progress in implementation and international support,https://docs.un.org/en/A/RES/79/263,79/263,A/RES/79/263,General Assembly resolutions
PPB 2027,Legislative mandates,A_81_6 (SECT. 11).json,,IV,11,United Nations system support for the African Union’s Agenda 2063: The Africa We Want,Office of the Special Adviser on Africa,OSAA,9.0,,Subprogramme 2 – Regional coordination of United Nations support for the integrated implementation of the 2030 Agenda for Sustainable Development and Agenda 2063,Framework for a Renewed United Nations – African Union Partnership on Africa’s Integration and Development Agenda 2017–2027,https://docs.un.org/en/A/RES/71/254,71/254,A/RES/71/254,General Assembly resolution
PPB 2027,Legislative mandates,A_81_6 (SECT. 11).json,,IV,11,United Nations system support for the African Union’s Agenda 2063: The Africa We Want,Office of the Special Adviser on Africa,OSAA,9.0,,Subprogramme 2 – Regional coordination of United Nations support for the integrated implementation of the 2030 Agenda for Sustainable Development and Agenda 2063,Establishment of an Economic Commission for Africa,,671 (XXV) A,,Economic and Social Council resolution
PPB 2027,Legislative mandates,A_81_6 (SECT. 11).json,,IV,11,United Nations system support for the African Union’s Agenda 2063: The Africa We Want,Office of the Special Adviser on Africa,OSAA,9.0,,Subprogramme 3 – Public information and awareness activities in support of Agenda 2063,Questions relating to information: United Nations global communications policies and activities,https://docs.un.org/en/A/RES/80/84a-B,80/84,A/RES/80/84A-B,General Assembly resolution
PPB 2027,Mandates and background,A_81_6 (SECT. 11).json,,IV,11,United Nations system support for the African Union’s Agenda 2063: The Africa We Want,Office of the Special Adviser on Africa,OSAA,9.0,,,"The mandates of the Office, ECA and the Department derive from the priorities established in relevant resolutions and decisions, including General Assembly resolutions 32/197, 57/7, 57/300, 61/296, 66/293 and 76/236 and Economic and Social Council resolutions 671 (XXV) A and 1998/46.",https://docs.un.org/en/A/RES/57/7,57/7,A/RES/57/7,General Assembly resolutions
PPB 2027,Mandates and background,A_81_6 (SECT. 11).json,,IV,11,United Nations system support for the African Union’s Agenda 2063: The Africa We Want,Office of the Special Adviser on Africa,OSAA,9.0,,,"The mandates of the Office, ECA and the Department derive from the priorities established in relevant resolutions and decisions, including General Assembly resolutions 32/197, 57/7, 57/300, 61/296, 66/293 and 76/236 and Economic and Social Council resolutions 671 (XXV) A and 1998/46.",https://docs.un.org/en/A/RES/57/300,57/300,A/RES/57/300,General Assembly resolutions
PPB 2027,Mandates and background,A_81_6 (SECT. 11).json,,IV,11,United Nations system support for the African Union’s Agenda 2063: The Africa We Want,Office of the Special Adviser on Africa,OSAA,9.0,,,"The mandates of the Office, ECA and the Department derive from the priorities established in relevant resolutions and decisions, including General Assembly resolutions 32/197, 57/7, 57/300, 61/296, 66/293 and 76/236 and Economic and Social Council resolutions 671 (XXV) A and 1998/46.",https://docs.un.org/en/A/RES/61/296,61/296,A/RES/61/296,General Assembly resolutions
PPB 2027,Mandates and background,A_81_6 (SECT. 11).json,,IV,11,United Nations system support for the African Union’s Agenda 2063: The Africa We Want,Office of the Special Adviser on Africa,OSAA,9.0,,,"The mandates of the Office, ECA and the Department derive from the priorities established in relevant resolutions and decisions, including General Assembly resolutions 32/197, 57/7, 57/300, 61/296, 66/293 and 76/236 and Economic and Social Council resolutions 671 (XXV) A and 1998/46.",https://docs.un.org/en/A/RES/66/293,66/293,A/RES/66/293,General Assembly resolutions
PPB 2027,Mandates and background,A_81_6 (SECT. 11).json,,IV,11,United Nations system support for the African Union’s Agenda 2063: The Africa We Want,Office of the Special Adviser on Africa,OSAA,9.0,,,"The mandates of the Office, ECA and the Department derive from the priorities established in relevant resolutions and decisions, including General Assembly resolutions 32/197, 57/7, 57/300, 61/296, 66/293 and 76/236 and Economic and Social Council resolutions 671 (XXV) A and 1998/46.",https://docs.un.org/en/A/RES/76/236,76/236,A/RES/76/236,General Assembly resolutions
PPB 2027,Mandates and background (LLM),A_81_6 (SECT. 11).json,,IV,11,United Nations system support for the African Union’s Agenda 2063: The Africa We Want,Office of the Special Adviser on Africa,OSAA,9.0,,,"The mandates of the Office, ECA and the Department derive from the priorities established in relevant resolutions and decisions, including General Assembly resolutions 32/197, 57/7, 57/300, 61/296, 66/293 and 76/236 and Economic and Social Council resolutions 671 (XXV) A and 1998/46.",,32/197,,General Assembly
PPB 2027,Mandates and background (LLM),A_81_6 (SECT. 11).json,,IV,11,United Nations system support for the African Union’s Agenda 2063: The Africa We Want,Office of the Special Adviser on Africa,OSAA,9.0,,,"The mandates of the Office, ECA and the Department derive from the priorities established in relevant resolutions and decisions, including General Assembly resolutions 32/197, 57/7, 57/300, 61/296, 66/293 and 76/236 and Economic and Social Council resolutions 671 (XXV) A and 1998/46.",,671 (XXV) A,,Economic and Social Council
PPB 2027,Mandates and background (LLM),A_81_6 (SECT. 11).json,,IV,11,United Nations system support for the African Union’s Agenda 2063: The Africa We Want,Office of the Special Adviser on Africa,OSAA,9.0,,,"The mandates of the Office, ECA and the Department derive from the priorities established in relevant resolutions and decisions, including General Assembly resolutions 32/197, 57/7, 57/300, 61/296, 66/293 and 76/236 and Economic and Social Council resolutions 671 (XXV) A and 1998/46.",,1998/46,,Economic and Social Council
PPB 2027,Legislative mandates,A_81_6 (SECT. 12).json,,IV,12,Trade and development,United Nations Conference on Trade and Development,UNCTAD,10.0,Trade and development,,Establishment of the United Nations Conference on Trade and Development as an organ of the General Assembly,https://docs.un.org/en/A/RES/1995(XIX),1995 (XIX),A/RES/1995(XIX),General Assembly resolutions
PPB 2027,Legislative mandates,A_81_6 (SECT. 12).json,,IV,12,Trade and development,United Nations Conference on Trade and Development,UNCTAD,10.0,Trade and development,,Development-related activities,https://docs.un.org/en/A/RES/63/260,63/260,A/RES/63/260,General Assembly resolutions
PPB 2027,Legislative mandates,A_81_6 (SECT. 12).json,,IV,12,Trade and development,United Nations Conference on Trade and Development,UNCTAD,10.0,Trade and development,,The future we want,https://docs.un.org/en/A/RES/66/288,66/288,A/RES/66/288,General Assembly resolutions
PPB 2027,Legislative mandates,A_81_6 (SECT. 12).json,,IV,12,Trade and development,United Nations Conference on Trade and Development,UNCTAD,10.0,Trade and development,,Addis Ababa Action Agenda of the Third International Conference on Financing for Development (Addis Ababa Action Agenda),https://docs.un.org/en/A/RES/69/313,69/313,A/RES/69/313,General Assembly resolutions
PPB 2027,Legislative mandates,A_81_6 (SECT. 12).json,,IV,12,Trade and development,United Nations Conference on Trade and Development,UNCTAD,10.0,Trade and development,,Transforming our world: the 2030 Agenda for Sustainable Development,https://docs.un.org/en/A/RES/70/1,70/1,A/RES/70/1,General Assembly resolutions
PPB 2027,Legislative mandates,A_81_6 (SECT. 12).json,,IV,12,Trade and development,United Nations Conference on Trade and Development,UNCTAD,10.0,Trade and development,,Repositioning of the United Nations development system in the context of the quadrennial comprehensive policy review of operational activities for development of the United Nations system,https://docs.un.org/en/A/RES/72/279,72/279,A/RES/72/279,General Assembly resolutions
PPB 2027,Legislative mandates,A_81_6 (SECT. 12).json,,IV,12,Trade and development,United Nations Conference on Trade and Development,UNCTAD,10.0,Trade and development,,Buenos Aires outcome document of the second High-level United Nations Conference on South-South Cooperation,https://docs.un.org/en/A/RES/73/291,73/291,A/RES/73/291,General Assembly resolutions
PPB 2027,Legislative mandates,A_81_6 (SECT. 12).json,,IV,12,Trade and development,United Nations Conference on Trade and Development,UNCTAD,10.0,Trade and development,,"Promotion of sustainable tourism, including ecotourism, for poverty eradication and environment protection",https://docs.un.org/en/A/RES/75/229,75/229,A/RES/75/229,General Assembly resolutions
PPB 2027,Legislative mandates,A_81_6 (SECT. 12).json,,IV,12,Trade and development,United Nations Conference on Trade and Development,UNCTAD,10.0,Trade and development,,Doha Programme of Action for the Least Developed Countries,https://docs.un.org/en/A/RES/76/258,76/258,A/RES/76/258,General Assembly resolutions
PPB 2027,Legislative mandates,A_81_6 (SECT. 12).json,,IV,12,Trade and development,United Nations Conference on Trade and Development,UNCTAD,10.0,Trade and development,,State of global food insecurity,https://docs.un.org/en/A/RES/76/264,76/264,A/RES/76/264,General Assembly resolutions
PPB 2027,Legislative mandates,A_81_6 (SECT. 12).json,,IV,12,Trade and development,United Nations Conference on Trade and Development,UNCTAD,10.0,Trade and development,,The Antigua and Barbuda Agenda for Small Island Developing States: A Renewed Declaration for Resilient Prosperity,https://docs.un.org/en/A/RES/78/317,78/317,A/RES/78/317,General Assembly resolutions
PPB 2027,Legislative mandates,A_81_6 (SECT. 12).json,,IV,12,Trade and development,United Nations Conference on Trade and Development,UNCTAD,10.0,Trade and development,,The Pact for the Future,https://docs.un.org/en/A/RES/79/1,79/1,A/RES/79/1,General Assembly resolutions
PPB 2027,Legislative mandates,A_81_6 (SECT. 12).json,,IV,12,Trade and development,United Nations Conference on Trade and Development,UNCTAD,10.0,Trade and development,,Follow-up to and implementation of the SIDS Accelerated Modalities of Action (SAMOA) Pathway and the Mauritius Strategy for the Further Implementation of the Programme of Action for the Sustainable Development of Small Island Developing States,https://docs.un.org/en/A/RES/79/203,79/203,A/RES/79/203,General Assembly resolutions
PPB 2027,Legislative mandates,A_81_6 (SECT. 12).json,,IV,12,Trade and development,United Nations Conference on Trade and Development,UNCTAD,10.0,Trade and development,,International migration and development,https://docs.un.org/en/A/RES/79/217,79/217,A/RES/79/217,General Assembly resolutions
PPB 2027,Legislative mandates,A_81_6 (SECT. 12).json,,IV,12,Trade and development,United Nations Conference on Trade and Development,UNCTAD,10.0,Trade and development,,Women in development,https://docs.un.org/en/A/RES/79/223,79/223,A/RES/79/223,General Assembly resolutions
PPB 2027,Legislative mandates,A_81_6 (SECT. 12).json,,IV,12,Trade and development,United Nations Conference on Trade and Development,UNCTAD,10.0,Trade and development,,Quadrennial comprehensive policy review of operational activities for development of the United Nations system,https://docs.un.org/en/A/RES/79/226,79/226,A/RES/79/226,General Assembly resolutions
PPB 2027,Legislative mandates,A_81_6 (SECT. 12).json,,IV,12,Trade and development,United Nations Conference on Trade and Development,UNCTAD,10.0,Trade and development,,Programme of Action for Landlocked Developing Countries for the Decade 2024–2034,https://docs.un.org/en/A/RES/79/233,79/233,A/RES/79/233,General Assembly resolutions
PPB 2027,Legislative mandates,A_81_6 (SECT. 12).json,,IV,12,Trade and development,United Nations Conference on Trade and Development,UNCTAD,10.0,Trade and development,,Sevilla Commitment,https://docs.un.org/en/A/RES/79/323,79/323,A/RES/79/323,General Assembly resolutions
PPB 2027,Legislative mandates,A_81_6 (SECT. 12).json,,IV,12,Trade and development,United Nations Conference on Trade and Development,UNCTAD,10.0,Trade and development,,Unilateral economic measures as a means of political and economic coercion against developing countries,https://docs.un.org/en/A/RES/80/120,80/120,A/RES/80/120,General Assembly resolutions
PPB 2027,Legislative mandates,A_81_6 (SECT. 12).json,,IV,12,Trade and development,United Nations Conference on Trade and Development,UNCTAD,10.0,Trade and development,,International trade and development,https://docs.un.org/en/A/RES/80/121,80/121,A/RES/80/121,General Assembly resolutions
PPB 2027,Legislative mandates,A_81_6 (SECT. 12).json,,IV,12,Trade and development,United Nations Conference on Trade and Development,UNCTAD,10.0,Trade and development,,International financial system and development,https://docs.un.org/en/A/RES/80/122,80/122,A/RES/80/122,General Assembly resolutions
PPB 2027,Legislative mandates,A_81_6 (SECT. 12).json,,IV,12,Trade and development,United Nations Conference on Trade and Development,UNCTAD,10.0,Trade and development,,Promotion of international cooperation to combat illicit financial flows and strengthen good practices on assets return to foster sustainable development,https://docs.un.org/en/A/RES/80/126,80/126,A/RES/80/126,General Assembly resolutions
PPB 2027,Legislative mandates,A_81_6 (SECT. 12).json,,IV,12,Trade and development,United Nations Conference on Trade and Development,UNCTAD,10.0,Trade and development,,Promotion of inclusive and effective international tax cooperation at the United Nations,https://docs.un.org/en/A/RES/80/128,80/128,A/RES/80/128,General Assembly resolutions
PPB 2027,Legislative mandates,A_81_6 (SECT. 12).json,,IV,12,Trade and development,United Nations Conference on Trade and Development,UNCTAD,10.0,Trade and development,,Follow-up to and implementation of the outcomes of the International Conferences on Financing for Development,https://docs.un.org/en/A/RES/80/129,80/129,A/RES/80/129,General Assembly resolutions
PPB 2027,Legislative mandates,A_81_6 (SECT. 12).json,,IV,12,Trade and development,United Nations Conference on Trade and Development,UNCTAD,10.0,Trade and development,,"Promoting sustainable consumption and production patterns for the implementation of the 2030 Agenda for Sustainable Development, building on Agenda 21",https://docs.un.org/en/A/RES/80/135,80/135,A/RES/80/135,General Assembly resolutions
PPB 2027,Legislative mandates,A_81_6 (SECT. 12).json,,IV,12,Trade and development,United Nations Conference on Trade and Development,UNCTAD,10.0,Trade and development,,Follow-up to and implementation of the Antigua and Barbuda Agenda for Small Island Developing States: A Renewed Declaration for Resilient Prosperity,https://docs.un.org/en/A/RES/80/136,80/136,A/RES/80/136,General Assembly resolutions
PPB 2027,Legislative mandates,A_81_6 (SECT. 12).json,,IV,12,Trade and development,United Nations Conference on Trade and Development,UNCTAD,10.0,Trade and development,,Development cooperation with middle-income countries,https://docs.un.org/en/A/RES/80/149,80/149,A/RES/80/149,General Assembly resolutions
PPB 2027,Legislative mandates,A_81_6 (SECT. 12).json,,IV,12,Trade and development,United Nations Conference on Trade and Development,UNCTAD,10.0,Trade and development,,Follow-up to the Fifth United Nations Conference on the Least Developed Countries,https://docs.un.org/en/A/RES/80/150,80/150,A/RES/80/150,General Assembly resolutions
PPB 2027,Legislative mandates,A_81_6 (SECT. 12).json,,IV,12,Trade and development,United Nations Conference on Trade and Development,UNCTAD,10.0,Trade and development,,Follow-up to the Third United Nations Conference on Landlocked Developing Countries,https://docs.un.org/en/A/RES/80/151,80/151,A/RES/80/151,General Assembly resolutions
PPB 2027,Legislative mandates,A_81_6 (SECT. 12).json,,IV,12,Trade and development,United Nations Conference on Trade and Development,UNCTAD,10.0,Trade and development,,Implementation of the Third United Nations Decade for the Eradication of Poverty (2018–2027),https://docs.un.org/en/A/RES/80/153,80/153,A/RES/80/153,General Assembly resolutions
PPB 2027,Legislative mandates,A_81_6 (SECT. 12).json,,IV,12,Trade and development,United Nations Conference on Trade and Development,UNCTAD,10.0,Trade and development,,South-South cooperation,https://docs.un.org/en/A/RES/80/156,80/156,A/RES/80/156,General Assembly resolutions
PPB 2027,Legislative mandates,A_81_6 (SECT. 12).json,,IV,12,Trade and development,United Nations Conference on Trade and Development,UNCTAD,10.0,Trade and development,,Follow-up to the Fourth World Conference on Women and full implementation of the Beijing Declaration and Platform for Action and the outcome of the twenty-third special session of the General Assembly,https://docs.un.org/en/A/RES/80/186,80/186,A/RES/80/186,General Assembly resolutions
PPB 2027,Legislative mandates,A_81_6 (SECT. 12).json,,IV,12,Trade and development,United Nations Conference on Trade and Development,UNCTAD,10.0,Trade and development,,Open-source technologies for sustainable development,https://docs.un.org/en/E/RES/2021/30,2021/30,E/RES/2021/30,Economic and Social Council resolutions
PPB 2027,Legislative mandates,A_81_6 (SECT. 12).json,,IV,12,Trade and development,United Nations Conference on Trade and Development,UNCTAD,10.0,Trade and development,,Ensuring that the work in the field of statistics and data is adaptive to the changing statistical and data ecosystem,https://docs.un.org/en/E/RES/2022/3,2022/3,E/RES/2022/3,Economic and Social Council resolutions
PPB 2027,Legislative mandates,A_81_6 (SECT. 12).json,,IV,12,Trade and development,United Nations Conference on Trade and Development,UNCTAD,10.0,Trade and development,,Mainstreaming a gender perspective into all policies and programmes in the United Nations system,https://docs.un.org/en/E/RES/2025/4,2025/4,E/RES/2025/4,Economic and Social Council resolutions
PPB 2027,Legislative mandates,A_81_6 (SECT. 12).json,,IV,12,Trade and development,United Nations Conference on Trade and Development,UNCTAD,10.0,Trade and development,,Report of the United Nations Conference on Trade and Development on its twelfth session,https://docs.un.org/en/TD/442,TD/442,TD/442,United Nations Conference on Trade and Development reports
PPB 2027,Legislative mandates,A_81_6 (SECT. 12).json,,IV,12,Trade and development,United Nations Conference on Trade and Development,UNCTAD,10.0,Trade and development,,Report of the United Nations Conference on Trade and Development on its twelfth session,https://docs.un.org/en/TD/442/Corr.1,TD/442/Corr.1,TD/442/CORR.1,United Nations Conference on Trade and Development reports
PPB 2027,Legislative mandates,A_81_6 (SECT. 12).json,,IV,12,Trade and development,United Nations Conference on Trade and Development,UNCTAD,10.0,Trade and development,,Report of the United Nations Conference on Trade and Development on its twelfth session,https://docs.un.org/en/TD/442/Corr.2,TD/442/Corr.2,TD/442/CORR.2,United Nations Conference on Trade and Development reports
PPB 2027,Legislative mandates,A_81_6 (SECT. 12).json,,IV,12,Trade and development,United Nations Conference on Trade and Development,UNCTAD,10.0,Trade and development,,Report of the United Nations Conference on Trade and Development on its thirteenth session: the Doha Mandate,https://docs.un.org/en/TD/500/Add.1,TD/500/Add.1,TD/500/ADD.1,United Nations Conference on Trade and Development reports
PPB 2027,Legislative mandates,A_81_6 (SECT. 12).json,,IV,12,Trade and development,United Nations Conference on Trade and Development,UNCTAD,10.0,Trade and development,,Nairobi Maafikiano,https://docs.un.org/en/TD/519/Add.2,TD/519/Add.2,TD/519/ADD.2,United Nations Conference on Trade and Development reports
PPB 2027,Legislative mandates,A_81_6 (SECT. 12).json,,IV,12,Trade and development,United Nations Conference on Trade and Development,UNCTAD,10.0,Trade and development,,Nairobi Maafikiano,https://docs.un.org/en/TD/519/Add.2/Corr.1,TD/519/Add.2/Corr.1,TD/519/ADD.2/CORR.1,United Nations Conference on Trade and Development reports
PPB 2027,Legislative mandates,A_81_6 (SECT. 12).json,,IV,12,Trade and development,United Nations Conference on Trade and Development,UNCTAD,10.0,Trade and development,,The Bridgetown Covenant,https://docs.un.org/en/TD/541/Add.2,TD/541/Add.2,TD/541/ADD.2,United Nations Conference on Trade and Development reports
PPB 2027,Legislative mandates,A_81_6 (SECT. 12).json,,IV,12,Trade and development,United Nations Conference on Trade and Development,UNCTAD,10.0,Trade and development,,The Geneva Consensus,https://docs.un.org/en/TD/561/Add.2,TD/561/Add.2,TD/561/ADD.2,United Nations Conference on Trade and Development reports
PPB 2027,Legislative mandates,A_81_6 (SECT. 12).json,,IV,12,Trade and development,United Nations Conference on Trade and Development,UNCTAD,10.0,Trade and development,"Subprogramme 1 – Globalization, interdependence and development",Addressing excessive price volatility in food and related financial and commodity markets,https://docs.un.org/en/A/RES/66/188,66/188,A/RES/66/188,General Assembly resolutions
PPB 2027,Legislative mandates,A_81_6 (SECT. 12).json,,IV,12,Trade and development,United Nations Conference on Trade and Development,UNCTAD,10.0,Trade and development,"Subprogramme 1 – Globalization, interdependence and development",Committee on the Exercise of the Inalienable Rights of the Palestinian People,https://docs.un.org/en/A/RES/77/22,77/22,A/RES/77/22,General Assembly resolutions
PPB 2027,Legislative mandates,A_81_6 (SECT. 12).json,,IV,12,Trade and development,United Nations Conference on Trade and Development,UNCTAD,10.0,Trade and development,"Subprogramme 1 – Globalization, interdependence and development",Assistance to the Palestinian people,https://docs.un.org/en/A/RES/79/141,79/141,A/RES/79/141,General Assembly resolutions
PPB 2027,Legislative mandates,A_81_6 (SECT. 12).json,,IV,12,Trade and development,United Nations Conference on Trade and Development,UNCTAD,10.0,Trade and development,"Subprogramme 1 – Globalization, interdependence and development",Towards a New International Economic Order,https://docs.un.org/en/A/RES/79/215,79/215,A/RES/79/215,General Assembly resolutions
PPB 2027,Legislative mandates,A_81_6 (SECT. 12).json,,IV,12,Trade and development,United Nations Conference on Trade and Development,UNCTAD,10.0,Trade and development,"Subprogramme 1 – Globalization, interdependence and development",Role of the United Nations in promoting development in the context of globalization and interdependence,https://docs.un.org/en/A/RES/79/216,79/216,A/RES/79/216,General Assembly resolutions
PPB 2027,Legislative mandates,A_81_6 (SECT. 12).json,,IV,12,Trade and development,United Nations Conference on Trade and Development,UNCTAD,10.0,Trade and development,"Subprogramme 1 – Globalization, interdependence and development",External debt sustainability and development,https://docs.un.org/en/A/RES/80/123,80/123,A/RES/80/123,General Assembly resolutions
PPB 2027,Legislative mandates,A_81_6 (SECT. 12).json,,IV,12,Trade and development,United Nations Conference on Trade and Development,UNCTAD,10.0,Trade and development,"Subprogramme 1 – Globalization, interdependence and development",Financial inclusion for sustainable development,https://docs.un.org/en/A/RES/80/125,80/125,A/RES/80/125,General Assembly resolutions
PPB 2027,Legislative mandates,A_81_6 (SECT. 12).json,,IV,12,Trade and development,United Nations Conference on Trade and Development,UNCTAD,10.0,Trade and development,Subprogramme 2 – Investment and enterprise,Entrepreneurship for sustainable development,https://docs.un.org/en/A/RES/79/201,79/201,A/RES/79/201,General Assembly resolutions
PPB 2027,Legislative mandates,A_81_6 (SECT. 12).json,,IV,12,Trade and development,United Nations Conference on Trade and Development,UNCTAD,10.0,Trade and development,Subprogramme 2 – Investment and enterprise,Promoting investments for sustainable development,https://docs.un.org/en/A/RES/80/127,80/127,A/RES/80/127,General Assembly resolutions
PPB 2027,Legislative mandates,A_81_6 (SECT. 12).json,,IV,12,Trade and development,United Nations Conference on Trade and Development,UNCTAD,10.0,Trade and development,Subprogramme 3 – International trade and commodities,Restrictive business practices,https://docs.un.org/en/A/RES/35/63,35/63,A/RES/35/63,General Assembly resolutions
PPB 2027,Legislative mandates,A_81_6 (SECT. 12).json,,IV,12,Trade and development,United Nations Conference on Trade and Development,UNCTAD,10.0,Trade and development,Subprogramme 3 – International trade and commodities,Consumer protection,https://docs.un.org/en/A/RES/70/186,70/186,A/RES/70/186,General Assembly resolutions
PPB 2027,Legislative mandates,A_81_6 (SECT. 12).json,,IV,12,Trade and development,United Nations Conference on Trade and Development,UNCTAD,10.0,Trade and development,Subprogramme 3 – International trade and commodities,"International Year of Creative Economy for Sustainable Development, 2021",https://docs.un.org/en/A/RES/74/198,74/198,A/RES/74/198,General Assembly resolutions
PPB 2027,Legislative mandates,A_81_6 (SECT. 12).json,,IV,12,Trade and development,United Nations Conference on Trade and Development,UNCTAD,10.0,Trade and development,Subprogramme 3 – International trade and commodities,"Implementation of Agenda 21, the Programme for the Further Implementation of Agenda 21 and the outcomes of the World Summit on Sustainable Development and of the United Nations Conference on Sustainable Development",https://docs.un.org/en/A/RES/74/216,74/216,A/RES/74/216,General Assembly resolutions
